PLAYER,Country,Year,ScoringAvg,BirdieAvg,DrivingDistance,TotalDriving,GIR%,Scrambling,SG_Total,SG_ApproachGreen,SG_Putting,SG_OffTee,SG_AroundGreen,SG_TeeToGreen,Top10Finishes,#Wins,FedExCupPoints,WorldRank,Money
Luke List,USA,2020,71.048,3.65,307.8,160.0,69.48,57.52,0.301,0.3,-0.504,0.387,0.118,0.805,1,0,297,1.22,731507
Xinjun Zhang,CHN,2020,71.058,4.1,293.8,239.0,66.02,56.26,0.26,0.005,0.087,0.104,0.063,0.173,3,0,474,1.2,1232376
Charley Hoffman,USA,2020,71.06,4.22,296.5,254.0,68.36,55.36,0.3,0.28,0.085,-0.032,-0.034,0.215,2,0,311,1.18,932875
Michael Thompson,USA,2020,71.061,3.44,288.4,197.0,64.96,60.87,-0.173,-0.127,0.181,-0.187,-0.04,-0.354,2,1,647,1.42,1577832
Cameron Percy,AUS,2020,71.073,3.56,295.0,233.0,69.63,60.98,0.113,0.482,-0.028,-0.078,-0.264,0.14,1,0,208,0.43,470679
Sam Ryder,USA,2020,71.091,3.93,297.7,176.0,66.35,60.85,-0.013,0.154,-0.035,-0.033,-0.099,0.022,2,0,349,0.73,690246
Ryan Armour,USA,2020,71.092,3.91,284.1,184.0,67.91,56.42,-0.193,0.044,-0.418,0.02,0.16,0.225,3,0,366,0.91,850571
Sepp Straka,AUT,2020,71.102,3.7,302.7,141.0,66.98,59.38,0.368,0.119,0.252,0.285,-0.288,0.116,3,0,466,1.08,1140441
Lucas Glover,USA,2020,71.12,3.93,301.6,92.0,68.74,57.03,0.085,0.4,-0.356,0.327,-0.286,0.44,1,0,303,1.52,728355
Troy Merritt,USA,2020,71.165,3.76,291.8,184.0,66.5,60.0,-0.166,-0.323,0.47,-0.074,-0.238,-0.636,2,0,419,1.28,1037971
Chase Seiffert,USA,2020,71.175,3.65,291.3,213.0,68.11,57.74,0.196,0.043,0.3,0.087,-0.233,-0.103,1,0,254,0.78,539756
Marc Leishman,AUS,2020,71.186,3.39,295.8,295.0,61.48,55.32,-0.239,0.366,-0.26,-0.202,-0.143,0.021,3,1,1086,3.88,3109752
Stewart Cink,USA,2020,71.189,3.59,295.7,266.0,67.97,55.78,0.101,0.219,0.121,-0.118,-0.12,-0.019,1,0,207,0.51,490620
Bo Hoag,USA,2020,71.193,3.55,294.7,176.0,69.98,56.35,-0.332,-0.295,0.122,-0.143,-0.015,-0.454,1,0,281,0.57,621518
Matt Wallace,ENG,2020,71.206,3.66,301.7,231.0,63.64,58.33,0.031,-0.554,0.027,0.158,0.401,0.004,1,0,244,2.4,800993
Andrew Landry,USA,2020,71.228,3.63,289.7,187.0,64.11,59.21,-0.536,-0.169,-0.341,0.189,-0.215,-0.194,1,1,626,1.31,1510275
Wyndham Clark,USA,2020,71.243,3.8,305.1,212.0,62.57,57.66,-0.302,-0.57,0.557,-0.398,0.11,-0.859,1,0,276,0.95,814737
Fabián Gómez,ARG,2020,71.252,3.55,289.2,188.0,66.67,60.91,-0.248,-0.137,0.011,-0.251,0.129,-0.259,2,0,274,0.68,564722
Si Woo Kim,KOR,2020,71.254,3.89,298.1,234.0,65.54,58.82,0.267,0.115,-0.079,-0.075,0.305,0.346,1,0,409,1.59,1074246
Keith Mitchell,USA,2020,71.298,3.78,301.9,177.0,65.02,53.1,-0.258,-0.431,0.22,0.412,-0.459,-0.478,1,0,328,1.34,886979
Rob Oppenheim,USA,2020,71.3,3.44,284.2,238.0,65.21,62.04,-0.368,-0.123,-0.499,-0.282,0.536,0.131,1,0,236,0.37,454470
Scott Piercy,USA,2020,71.306,3.41,297.2,163.0,64.73,57.28,-0.169,0.134,-0.213,0.263,-0.355,0.043,1,0,291,1.31,809871
Josh Teater,USA,2020,71.335,3.93,294.0,142.0,71.54,53.33,-0.793,0.095,-0.8,-0.08,-0.009,0.007,1,0,217,0.61,453508
K.H. Lee,KOR,2020,71.339,3.74,296.4,139.0,65.2,62.08,-0.182,-0.274,-0.102,0.066,0.129,-0.08,1,0,312,0.78,781808
Robby Shelton,USA,2020,71.358,3.73,296.6,187.0,66.9,53.66,-0.121,0.127,-0.152,0.057,-0.153,0.031,3,0,417,1.11,1232306
Joseph Bramlett,USA,2020,71.367,3.62,299.3,219.0,70.02,53.15,-0.298,0.015,-0.155,-0.072,-0.086,-0.144,1,0,223,0.67,495690
Nate Lashley,USA,2020,71.384,3.38,287.0,240.0,64.85,57.75,-0.321,-0.353,0.201,-0.276,0.106,-0.522,2,0,395,1.48,1035222
Beau Hossler,USA,2020,71.387,3.57,306.6,201.0,65.17,57.62,-0.499,-0.71,0.456,-0.16,-0.085,-0.955,1,0,286,0.67,658088
Brian Gay,USA,2020,71.407,3.89,288.5,285.0,64.81,56.89,-0.578,-0.293,0.129,-0.353,-0.061,-0.707,2,0,323,0.59,702647
Sung Kang,KOR,2020,71.489,3.64,303.4,199.0,65.3,54.17,-0.532,0.0,-0.307,0.006,-0.231,-0.225,2,0,512,1.99,1560024
Scott Brown,USA,2020,71.572,3.41,288.5,179.0,64.5,59.66,-0.347,-0.307,-0.259,0.215,0.004,-0.088,1,0,323,0.91,963412
Hank Lebioda,USA,2020,71.578,3.6,294.7,217.0,67.68,55.94,-0.621,-0.053,-0.615,-0.062,0.109,-0.006,1,0,230,0.52,436840
Scott Harrington,USA,2020,71.583,3.59,307.1,150.0,64.46,55.63,-0.344,-0.579,0.088,0.234,-0.087,-0.432,1,0,370,0.66,951211
Zac Blair,USA,2020,71.705,3.64,280.9,255.0,63.47,60.6,-0.809,-0.443,0.103,-0.405,-0.065,-0.912,1,0,324,0.71,745273
Danny Willett,ENG,2020,71.805,3.63,301.2,224.0,62.5,54.07,-0.289,-0.336,0.239,-0.004,-0.188,-0.528,1,0,202,2.51,621028
Robert Streb,USA,2020,71.836,3.5,293.7,265.0,67.33,52.72,-1.155,-0.221,-0.573,-0.117,-0.244,-0.582,1,0,207,0.48,415258
Graeme McDowell,NIR,2020,71.866,3.42,283.9,257.0,63.31,54.26,-0.788,0.122,-0.222,-0.586,-0.103,-0.566,1,0,305,2.1,751082
Andrew Putnam,USA,2020,71.871,3.2,277.9,340.0,63.77,60.33,-1.021,-0.495,0.841,-1.121,-0.246,-1.862,1,0,184,1.39,459640
Jim Herman,USA,2020,72.022,3.2,285.6,186.0,64.17,51.94,-0.901,-0.438,-0.24,0.21,-0.431,-0.66,1,1,581,1.54,1390275
Jon Rahm,ESP,2021,69.3,4.51,309.0,80.0,71.93,62.98,2.098,0.717,0.331,0.834,0.216,1.767,15,1,2003,10.69,7705933
Dustin Johnson,USA,2021,69.619,4.25,312.9,143.0,66.67,59.95,1.253,0.315,0.429,0.361,0.147,0.824,9,1,1510,8.82,5001136
Louis Oosthuizen,RSA,2021,69.714,3.86,297.8,153.0,67.64,63.81,1.599,0.459,0.764,0.023,0.353,0.835,8,0,1877,6.17,6306679
Bryson DeChambeau,USA,2021,69.728,4.5,323.7,179.0,67.15,59.2,1.823,0.291,0.456,1.162,-0.085,1.367,9,2,1910,6.98,7426415
Patrick Cantlay,USA,2021,69.736,4.29,302.8,151.0,70.16,67.3,1.82,0.486,0.402,0.569,0.363,1.418,7,4,2056,7.68,7638805
Justin Thomas,USA,2021,69.773,4.31,303.9,210.0,67.79,61.81,1.444,0.887,0.026,0.235,0.296,1.418,7,1,1758,7.2,6537153
Xander Schauffele,USA,2021,69.859,4.28,307.6,148.0,68.64,59.21,1.484,0.65,0.48,0.266,0.087,1.004,8,0,1623,7.49,5240653
Daniel Berger,USA,2021,69.862,4.23,296.7,143.0,70.5,63.0,1.296,0.834,0.214,0.264,-0.017,1.082,8,1,1444,5.24,4258579
Viktor Hovland,NOR,2021,69.888,4.4,302.2,113.0,68.61,60.77,1.316,0.648,0.054,0.656,-0.041,1.263,7,1,1717,5.46,5048772
Webb Simpson,USA,2021,69.901,4.34,292.5,160.0,69.37,64.95,1.253,0.393,0.435,0.071,0.353,0.818,6,0,920,4.71,2783012
Brooks Koepka,USA,2021,69.938,4.21,310.7,169.0,68.01,57.89,1.357,0.482,0.187,0.631,0.058,1.171,8,1,1562,5.85,5204136
Abraham Ancer,MEX,2021,69.939,4.2,290.4,162.0,69.27,64.58,1.243,0.499,0.412,0.35,-0.019,0.831,9,1,1926,5.56,5816565
Cameron Smith,AUS,2021,69.969,4.48,297.9,207.0,65.72,62.25,1.106,0.291,0.573,-0.02,0.261,0.533,8,1,1539,4.42,5851867
Tony Finau,USA,2021,69.972,4.16,305.5,195.0,67.1,59.47,1.13,0.461,0.09,0.281,0.298,1.04,8,1,1348,5.84,5740097
Patrick Reed,USA,2021,70.039,4.0,291.4,217.0,62.11,62.97,1.313,0.279,0.669,-0.003,0.368,0.644,6,1,1381,4.96,4019044
Rory McIlroy,NIR,2021,70.043,4.51,319.3,147.0,65.77,57.89,1.368,0.403,0.187,0.66,0.118,1.181,7,1,1291,5.46,4391809
Joaquin Niemann,CHI,2021,70.045,4.14,310.6,136.0,68.57,60.14,1.124,0.326,0.312,0.556,-0.07,0.812,5,0,1491,3.58,3936912
Corey Conners,CAN,2021,70.067,3.99,295.4,117.0,69.93,58.44,1.142,0.698,-0.008,0.625,-0.173,1.15,8,0,1212,3.19,4007567
Collin Morikawa,USA,2021,70.109,4.23,295.2,122.0,70.8,57.56,1.071,1.17,-0.457,0.281,0.077,1.528,8,2,2171,8.27,7059908
Cameron Tringale,USA,2021,70.11,4.11,297.5,183.0,67.63,64.37,1.079,0.363,0.48,-0.006,0.242,0.598,4,0,986,1.85,2428609
Harris English,USA,2021,70.115,4.26,299.4,122.0,65.76,64.02,0.984,0.125,0.544,0.076,0.24,0.441,8,2,2039,5.66,6200481
Russell Henley,USA,2021,70.117,3.73,289.8,189.0,69.44,63.85,0.952,0.831,0.025,0.071,0.024,0.926,5,0,939,2.1,2545330
Jordan Spieth,USA,2021,70.118,4.3,299.5,246.0,64.58,61.32,1.069,0.365,0.389,-0.091,0.407,0.68,9,1,2139,5.46,6470482
Brian Harman,USA,2021,70.158,3.91,291.7,177.0,64.33,63.71,0.816,-0.082,0.432,0.133,0.334,0.385,5,0,1052,2.55,3221821
Paul Casey,ENG,2021,70.176,3.9,303.9,122.0,68.83,61.63,1.22,0.895,-0.073,0.258,0.14,1.293,7,0,932,4.48,3129666
Sam Burns,USA,2021,70.184,4.43,305.3,157.0,67.79,57.29,1.248,0.458,0.579,0.257,-0.047,0.669,8,1,1721,4.13,5160030
Ian Poulter,ENG,2021,70.221,3.63,285.2,221.0,60.88,64.3,0.819,-0.162,0.695,-0.079,0.364,0.123,3,0,628,2.43,1641459
Tyrrell Hatton,ENG,2021,70.249,3.91,299.0,143.0,63.89,60.99,1.14,0.651,0.138,0.322,0.028,1.002,4,0,739,4.99,2010279
Sungjae Im,KOR,2021,70.281,4.08,297.1,107.0,69.08,61.41,0.976,0.237,0.292,0.526,-0.079,0.684,5,0,1185,3.81,4157182
Shane Lowry,IRL,2021,70.318,3.91,299.6,179.0,68.35,57.74,0.825,0.543,-0.162,0.112,0.333,0.987,4,0,727,2.74,2636597
Charley Hoffman,USA,2021,70.326,4.2,306.5,176.0,67.85,61.08,1.194,0.646,0.33,0.341,-0.123,0.864,5,0,1127,2.03,3049763
Scottie Scheffler,USA,2021,70.326,4.39,305.0,101.0,68.08,58.79,0.932,0.145,0.023,0.515,0.249,0.909,8,0,1409,4.74,4505589
Emiliano Grillo,ARG,2021,70.338,4.1,298.2,133.0,71.47,58.82,0.562,0.669,-0.104,0.368,-0.371,0.666,4,0,920,1.82,2100336
Kevin Streelman,USA,2021,70.341,3.97,295.6,145.0,69.21,57.14,0.673,0.418,-0.008,0.196,0.08,0.681,4,0,837,2.2,2162402
Jason Kokrak,USA,2021,70.37,4.28,307.9,127.0,69.19,55.74,1.053,0.281,0.628,0.352,-0.208,0.426,5,2,1631,3.97,5118629
Zach Johnson,USA,2021,70.401,3.67,289.0,244.0,66.87,58.88,0.642,0.085,0.667,-0.215,0.105,-0.024,3,0,485,1.16,1241402
Sergio Garcia,ESP,2021,70.423,3.96,309.4,109.0,70.05,62.16,0.736,0.279,-0.409,0.796,0.071,1.145,4,1,1020,2.63,2998555
Chris Kirk,USA,2021,70.444,3.72,291.9,211.0,68.35,63.88,0.748,0.314,0.046,0.119,0.269,0.702,4,0,853,1.91,2176116
Adam Scott,AUS,2021,70.447,4.0,306.0,203.0,65.35,52.56,0.739,0.356,0.475,-0.101,0.008,0.264,2,0,604,2.82,1517533
Talor Gooch,USA,2021,70.457,3.8,299.1,179.0,65.8,63.0,0.68,0.435,0.14,-0.071,0.176,0.54,3,0,739,1.78,2291437
Jhonattan Vegas,VEN,2021,70.486,4.07,312.1,163.0,68.81,56.48,0.633,0.257,-0.184,0.647,-0.087,0.817,4,0,866,1.65,2069765
Keegan Bradley,USA,2021,70.489,3.77,300.2,109.0,69.96,59.14,0.8,0.856,-0.548,0.327,0.165,1.348,4,0,941,1.77,2572089
Seamus Power,IRL,2021,70.495,4.0,295.1,188.0,68.2,65.96,1.013,0.393,0.168,0.012,0.44,0.845,4,1,670,1.41,1547290
Matt Fitzpatrick,ENG,2021,70.512,3.92,293.5,144.0,64.39,57.92,0.988,0.026,0.367,0.539,0.055,0.62,5,0,748,4.06,2252351
Kevin Na,USA,2021,70.522,4.0,288.5,205.0,64.11,65.12,0.527,-0.027,0.105,-0.253,0.702,0.422,5,1,1308,4.28,3625982
Patton Kizzire,USA,2021,70.541,4.23,300.9,190.0,67.76,58.95,0.61,0.169,0.432,-0.083,0.092,0.178,5,0,802,1.38,2102294
Hideki Matsuyama,JPN,2021,70.563,4.06,299.9,142.0,67.03,61.05,0.641,0.614,-0.433,0.24,0.22,1.074,3,1,1594,5.03,4963594
Doug Ghim,USA,2021,70.57,4.13,292.9,147.0,69.64,62.77,0.64,0.516,-0.269,0.252,0.141,0.909,1,0,587,0.76,1283807
Stewart Cink,USA,2021,70.576,3.93,306.6,188.0,69.44,58.18,0.463,0.417,0.164,-0.064,-0.054,0.299,3,2,1445,2.47,3596319
Harold Varner III,USA,2021,70.592,3.76,300.7,173.0,67.78,58.43,0.862,0.47,0.069,0.104,0.218,0.792,1,0,674,1.76,2013461
Matt Wallace,ENG,2021,70.594,3.58,298.4,196.0,63.94,53.49,0.875,0.443,0.112,0.106,0.214,0.763,2,0,502,1.89,1369595
Hank Lebioda,USA,2021,70.642,3.78,295.0,209.0,69.14,64.5,0.693,0.332,0.431,-0.134,0.064,0.263,3,0,564,0.92,1286430
Matt Jones,AUS,2021,70.665,3.68,304.0,210.0,65.74,61.05,0.28,-0.422,0.273,0.124,0.305,0.007,3,1,1033,1.8,2496677
Aaron Wise,USA,2021,70.671,4.11,300.6,167.0,70.35,58.78,0.412,0.357,-0.432,0.249,0.239,0.845,3,0,741,1.49,2207563
Erik van Rooyen,RSA,2021,70.674,3.9,305.3,129.0,64.38,58.33,0.512,0.141,0.193,0.126,0.052,0.319,5,1,648,2.3,2211281
Justin Rose,ENG,2021,70.678,3.87,297.5,192.0,65.95,52.87,0.097,-0.045,0.375,-0.142,-0.091,-0.278,3,0,439,2.67,1304180
Pat Perez,USA,2021,70.71,3.83,292.2,224.0,66.26,63.12,0.592,0.185,0.372,-0.12,0.155,0.22,2,0,489,0.86,1200834
Branden Grace,RSA,2021,70.741,3.78,293.8,295.0,64.47,59.07,0.383,0.161,0.15,-0.162,0.234,0.233,4,1,955,2.16,2222244
Max Homa,USA,2021,70.745,3.93,300.8,186.0,63.89,59.93,0.327,0.372,-0.043,0.122,-0.124,0.371,5,1,1220,2.58,3448578
Maverick McNealy,USA,2021,70.764,3.99,298.7,181.0,66.52,61.7,0.233,-0.223,0.118,0.271,0.067,0.115,2,0,830,1.39,2055002
Cam Davis,AUS,2021,70.779,4.17,309.0,185.0,65.31,56.9,0.472,0.159,0.173,0.312,-0.172,0.299,3,1,1052,1.98,2746956
Alex Noren,SWE,2021,70.78,3.76,297.9,218.0,63.21,60.96,0.634,-0.11,0.538,-0.045,0.251,0.096,3,0,567,2.08,2085051
Lanto Griffin,USA,2021,70.788,3.66,302.9,199.0,65.12,58.58,0.592,0.394,0.384,0.019,-0.206,0.208,2,0,593,1.59,1612446
Sepp Straka,AUT,2021,70.792,3.96,303.2,185.0,66.84,57.07,0.137,0.114,0.092,0.073,-0.142,0.045,3,0,533,1.07,1136615
Jason Day,AUS,2021,70.815,3.48,300.3,152.0,66.67,61.54,0.778,-0.043,0.067,0.442,0.312,0.711,3,0,489,1.79,1291234
Charles Howell III,USA,2021,70.819,3.34,297.6,190.0,67.22,65.86,0.393,-0.401,0.114,0.505,0.174,0.279,1,0,378,0.93,947154
Brice Garnett,USA,2021,70.82,3.57,288.1,179.0,68.12,62.5,0.075,-0.324,0.396,0.161,-0.159,-0.321,3,0,452,0.73,926914
Brendon Todd,USA,2021,70.842,3.62,275.2,195.0,64.86,60.66,0.415,-0.176,0.62,-0.234,0.204,-0.205,3,0,544,1.72,1349804
Lucas Glover,USA,2021,70.861,3.83,294.9,170.0,66.72,58.61,0.36,0.172,-0.141,0.185,0.144,0.501,4,1,1044,1.65,2577704
Roger Sloan,CAN,2021,70.866,3.79,295.8,194.0,68.77,60.74,0.365,0.222,-0.06,0.166,0.036,0.425,2,0,565,0.8,1107623
Bubba Watson,USA,2021,70.871,3.59,304.6,151.0,67.95,56.53,0.541,0.103,-0.21,0.613,0.035,0.751,5,0,685,1.98,1873381
Si Woo Kim,KOR,2021,70.872,3.89,296.3,175.0,65.78,62.87,0.469,-0.026,-0.183,0.223,0.467,0.652,5,1,1187,2.42,3245928
James Hahn,USA,2021,70.897,3.96,297.1,124.0,68.81,59.29,0.193,-0.004,0.165,0.079,-0.048,0.028,5,0,508,0.9,1197328
Carlos Ortiz,MEX,2021,70.911,3.89,303.0,151.0,67.03,58.06,0.399,0.039,-0.019,0.246,0.132,0.418,3,1,1044,1.92,2682104
Ryan Palmer,USA,2021,70.92,4.08,304.6,149.0,65.54,61.87,0.506,0.246,0.099,0.242,-0.081,0.407,4,0,812,2.93,2276042
Ryan Armour,USA,2021,70.922,3.79,282.0,193.0,67.02,59.61,0.223,-0.082,0.354,0.013,-0.062,-0.131,4,0,434,0.77,962354
C.T. Pan,TPE,2021,70.922,3.44,296.3,198.0,65.83,60.37,0.274,0.245,-0.108,-0.002,0.139,0.382,2,0,466,1.14,1227777
Russell Knox,SCO,2021,70.923,3.57,291.2,188.0,70.41,61.43,0.194,0.522,-0.26,0.018,-0.086,0.453,2,0,507,0.67,1130467
Brian Stuard,USA,2021,70.924,3.74,277.8,196.0,66.72,61.16,0.315,0.043,0.23,-0.147,0.188,0.085,3,0,592,0.84,1343197
Billy Horschel,USA,2021,70.925,3.69,294.7,158.0,66.47,59.73,0.301,-0.195,0.285,0.289,-0.078,0.016,6,1,1292,5.01,4030906
Troy Merritt,USA,2021,70.942,3.46,289.9,246.0,64.63,60.9,0.17,0.025,0.282,-0.207,0.07,-0.112,4,0,700,1.51,1827790
Scott Stallings,USA,2021,70.952,3.47,297.4,213.0,68.2,62.76,0.123,0.353,0.03,0.024,-0.284,0.093,2,0,447,0.77,1030868
Adam Hadwin,CAN,2021,70.961,3.47,293.4,200.0,62.44,60.0,0.322,-0.32,0.471,-0.042,0.212,-0.149,4,0,540,1.29,1308758
Anirban Lahiri,IND,2021,70.982,4.03,298.4,224.0,64.62,60.51,0.077,-0.254,-0.039,0.28,0.089,0.116,3,0,455,0.67,952131
Mackenzie Hughes,CAN,2021,71.018,3.66,293.5,261.0,64.44,58.16,-0.088,-0.34,0.483,-0.34,0.108,-0.572,4,0,719,2.26,1845824
Andrew Putnam,USA,2021,71.019,3.58,283.8,276.0,66.1,62.98,0.027,0.109,0.335,-0.519,0.102,-0.308,4,0,648,1.11,1572704
Luke List,USA,2021,71.02,3.88,312.7,181.0,68.41,58.7,0.266,0.251,-0.626,0.557,0.083,0.892,5,0,531,0.99,1243787
Cameron Percy,AUS,2021,71.037,3.66,286.7,242.0,72.58,57.11,0.108,0.698,-0.352,-0.115,-0.123,0.46,2,0,400,0.48,784607
Brandt Snedeker,USA,2021,71.037,3.73,286.6,237.0,64.48,57.36,0.3,0.0,0.341,-0.255,0.214,-0.041,2,0,533,1.1,1347790
Tommy Fleetwood,ENG,2021,71.046,3.52,300.8,193.0,64.44,58.07,0.072,0.051,-0.137,-0.134,0.292,0.209,2,0,382,2.97,1149631
Adam Schenk,USA,2021,71.054,3.9,299.5,165.0,67.37,61.6,0.188,0.058,0.137,0.159,-0.166,0.051,2,0,530,0.88,1101722
Lee Westwood,ENG,2021,71.054,3.48,294.1,191.0,64.78,54.45,0.271,0.167,0.069,0.055,-0.02,0.202,2,0,867,3.09,3435368
Denny McCarthy,USA,2021,71.057,3.55,295.4,188.0,64.01,60.43,0.048,-0.353,0.435,-0.207,0.172,-0.387,3,0,538,0.82,1212977
Sebastián Muñoz,COL,2021,71.073,4.09,297.5,161.0,66.67,58.82,0.344,0.243,0.047,0.13,-0.076,0.297,4,0,740,1.92,2097446
Chez Reavie,USA,2021,71.075,3.46,281.9,192.0,67.13,58.35,0.187,0.505,-0.445,0.155,-0.028,0.632,1,0,457,0.99,1126279
Charl Schwartzel,RSA,2021,71.088,3.64,303.0,184.0,66.86,60.04,0.386,0.183,0.025,-0.027,0.205,0.361,3,0,857,1.85,2264460
Scott Piercy,USA,2021,71.1,3.75,298.2,192.0,65.61,60.94,-0.234,0.005,-0.482,0.09,0.153,0.248,1,0,470,0.84,1071702
Camilo Villegas,COL,2021,71.109,3.6,292.5,294.0,65.58,60.8,0.124,0.236,-0.277,-0.145,0.31,0.401,2,0,412,0.66,945774
Doc Redman,USA,2021,71.123,3.43,294.0,169.0,65.86,62.1,-0.023,0.215,-0.002,-0.035,-0.202,-0.021,4,0,580,0.95,1361633
Chase Seiffert,USA,2021,71.13,3.62,290.9,198.0,66.74,59.96,-0.042,0.147,-0.131,0.021,-0.079,0.09,1,0,380,0.59,824736
Chesson Hadley,USA,2021,71.134,3.72,297.5,252.0,64.58,58.17,-0.005,-0.036,0.552,-0.289,-0.232,-0.557,1,0,440,0.65,940986
Rory Sabbatini,SVK,2021,71.141,3.95,287.5,259.0,64.81,54.74,-0.078,-0.198,0.176,-0.001,-0.056,-0.254,2,0,403,1.35,968716
Patrick Rodgers,USA,2021,71.16,3.74,306.7,205.0,67.1,55.96,0.038,-0.4,0.062,0.305,0.072,-0.023,1,0,433,0.82,968100
Joel Dahmen,USA,2021,71.162,3.95,292.3,161.0,65.24,58.67,-0.028,0.148,-0.344,0.214,-0.047,0.316,3,1,646,1.63,1452347
Kyle Stanley,USA,2021,71.167,3.3,292.1,176.0,69.88,59.63,0.049,0.55,-0.712,0.244,-0.034,0.761,2,0,477,0.81,1061178
Kramer Hickok,USA,2021,71.175,3.64,290.8,167.0,68.04,57.68,-0.091,-0.187,-0.255,0.117,0.233,0.164,2,0,574,1.07,1348745
Tom Hoge,USA,2021,71.187,3.88,289.2,227.0,62.62,60.68,0.077,0.304,-0.106,-0.05,-0.07,0.184,2,0,502,1.36,1690223
Sam Ryder,USA,2021,71.187,3.73,297.2,181.0,68.09,54.05,-0.218,0.129,0.056,-0.019,-0.384,-0.274,4,0,499,0.85,1080154
Vince Whaley,USA,2021,71.207,3.59,296.6,259.0,65.14,60.56,-0.044,-0.409,0.166,0.168,0.033,-0.209,1,0,373,0.59,692292
Harry Higgs,USA,2021,71.212,4.06,298.9,222.0,63.68,56.21,0.169,-0.184,0.243,-0.064,0.174,-0.075,2,0,614,1.32,1829267
Peter Malnati,USA,2021,71.212,3.91,290.5,311.0,62.78,56.34,-0.062,-0.109,0.238,-0.278,0.087,-0.3,3,0,602,0.73,1429713
Michael Thompson,USA,2021,71.215,3.57,288.1,189.0,65.54,59.26,-0.063,-0.151,0.062,-0.104,0.129,-0.125,1,0,403,1.1,907001
Kevin Kisner,USA,2021,71.216,3.72,289.1,188.0,64.96,58.54,-0.003,-0.266,0.392,-0.215,0.085,-0.396,4,1,1200,3.03,2952177
J.T. Poston,USA,2021,71.221,3.55,299.9,213.0,62.24,56.74,0.022,-0.488,0.706,-0.131,-0.065,-0.684,2,0,697,1.33,1663521
K.H. Lee,KOR,2021,71.227,3.64,298.4,149.0,64.26,60.26,0.074,-0.066,-0.236,0.172,0.203,0.309,3,1,1064,2.11,3085133
Matt Kuchar,USA,2021,71.25,3.58,287.8,216.0,65.49,57.56,0.009,0.046,0.104,-0.371,0.229,-0.095,1,0,456,1.66,1348917
Henrik Norlander,SWE,2021,71.264,3.27,294.1,143.0,69.18,60.52,0.013,0.468,-0.442,0.152,-0.165,0.455,3,0,586,1.1,1377085
Gary Woodland,USA,2021,71.279,3.71,309.5,191.0,62.94,53.32,0.096,0.291,-0.076,-0.19,0.072,0.173,3,0,484,1.63,1294062
Wyndham Clark,USA,2021,71.283,3.51,314.6,201.0,63.39,60.31,-0.409,-0.64,-0.045,-0.015,0.29,-0.364,2,0,609,0.83,1198800
Keith Mitchell,USA,2021,71.286,3.83,307.2,182.0,64.62,57.01,-0.14,-0.31,-0.057,0.57,-0.343,-0.083,4,0,532,1.26,1665249
Adam Long,USA,2021,71.288,3.57,288.6,193.0,63.03,57.25,-0.457,-0.541,0.144,0.109,-0.169,-0.601,2,0,636,1.32,1496681
Nate Lashley,USA,2021,71.302,3.41,292.4,224.0,65.5,61.02,-0.423,-0.099,-0.217,-0.348,0.241,-0.207,2,0,410,0.63,879981
Marc Leishman,AUS,2021,71.303,3.55,293.8,253.0,65.72,59.28,0.052,0.118,0.19,-0.165,-0.092,-0.138,4,1,1103,2.74,3107047
Vaughn Taylor,USA,2021,71.322,3.49,278.4,212.0,64.67,62.3,-0.021,0.015,0.293,-0.501,0.173,-0.314,1,0,306,0.57,648742
Rickie Fowler,USA,2021,71.33,3.72,297.0,189.0,63.96,56.92,0.103,-0.244,-0.091,0.096,0.343,0.194,1,0,402,1.33,1089904
Matthew Wolff,USA,2021,71.333,3.84,315.9,193.0,64.95,52.16,-0.168,0.342,0.141,-0.333,-0.318,-0.309,2,0,772,2.46,2507324
Robert Streb,USA,2021,71.335,3.45,292.3,270.0,64.57,61.76,-0.323,-0.451,0.179,-0.232,0.181,-0.502,1,1,710,1.21,1811604
Nick Taylor,CAN,2021,71.344,3.72,294.0,179.0,65.62,60.68,-0.033,-0.217,0.165,0.015,0.004,-0.198,1,0,370,0.93,862159
Brendan Steele,USA,2021,71.383,3.54,299.3,153.0,65.42,57.93,0.115,0.103,-0.131,0.126,0.017,0.246,3,0,536,1.35,1358526
Tyler McCumber,USA,2021,71.386,3.57,309.4,148.0,64.71,56.02,-0.536,-0.076,-0.681,0.29,-0.069,0.145,2,0,551,0.52,1025909
Dylan Frittelli,RSA,2021,71.443,3.39,309.3,203.0,64.04,60.3,-0.461,-0.333,-0.47,0.029,0.312,0.009,3,0,453,1.65,1564495
Joseph Bramlett,USA,2021,71.481,3.65,309.6,169.0,68.87,57.44,-0.123,0.21,-0.724,0.224,0.167,0.601,1,0,328,1.03,735440
Beau Hossler,USA,2021,71.525,3.65,305.1,200.0,65.34,58.65,-0.145,-0.42,0.206,0.059,0.01,-0.351,1,0,316,0.5,660397
Richy Werenski,USA,2021,71.567,3.48,293.9,221.0,63.82,58.04,-0.302,-0.183,0.068,-0.214,0.027,-0.37,2,0,467,1.12,1180394
Martin Laird,SCO,2021,71.576,3.58,295.9,117.0,69.44,56.59,-0.025,0.208,-0.343,0.117,-0.008,0.318,1,1,734,1.23,1812120
Brandon Hagy,USA,2021,71.609,3.54,311.6,201.0,62.99,56.59,-0.232,-0.533,-0.159,0.33,0.13,-0.073,3,0,660,1.07,1593365
